# x_m,y_m,w_tr_right_m,w_tr_left_m
-27.8898,61.0185,0.6460,0.6460
-27.8898,60.9471,0.6577,0.6577
-27.8898,60.8758,0.6768,0.6768
-27.8898,60.8045,0.7026,0.7026
-27.9611,60.7331,0.6730,0.6730
-27.9611,60.6618,0.7026,0.7026
-28.0325,60.5904,0.6730,0.6730
-28.0325,60.5191,0.7026,0.7026
-28.1038,60.4478,0.7062,0.7062
-28.1752,60.3764,0.7062,0.7062
-28.2465,60.3051,0.7062,0.7062
-28.3178,60.2337,0.7062,0.7062
-28.3892,60.1624,0.7062,0.7062
-28.4605,60.0911,0.7062,0.7062
-28.5319,60.0197,0.7134,0.7134
-28.6032,59.9484,0.7026,0.7026
-28.6745,59.9484,0.7026,0.7026
-28.7459,59.8770,0.7026,0.7026
-28.8172,59.8770,0.7026,0.7026
-28.8886,59.8770,0.6768,0.6768
-28.9599,59.8057,0.7026,0.7026
-29.0312,59.8057,0.7026,0.7026
-29.1026,59.8057,0.6768,0.6768
-29.1739,59.8057,0.6577,0.6577
-29.2453,59.8057,0.6460,0.6460
-29.3166,59.8057,0.6421,0.6421
-29.3879,59.7344,0.7134,0.7134
-29.4593,59.7344,0.7134,0.7134
-29.5306,59.7344,0.7134,0.7134
-29.6020,59.7344,0.7134,0.7134
-29.6733,59.7344,0.7134,0.7134
-29.7446,59.7344,0.7134,0.7134
-29.8160,59.7344,0.7134,0.7134
-29.8873,59.8057,0.6460,0.6460
-29.9587,59.8057,0.6577,0.6577
-30.0300,59.8057,0.6768,0.6768
-30.1013,59.8057,0.7026,0.7026
-30.1727,59.8057,0.7134,0.7134
-30.2440,59.8057,0.7026,0.7026
-30.3154,59.8057,0.6768,0.6768
-30.3867,59.8770,0.6768,0.6768
-30.4580,59.8770,0.7026,0.7026
-30.5294,59.8770,0.6768,0.6768
-30.6007,59.9484,0.7026,0.7026
-30.6721,59.9484,0.7026,0.7026
-30.7434,59.9484,0.6768,0.6768
-30.8147,60.0197,0.7026,0.7026
-30.8861,60.0197,0.7026,0.7026
-30.9574,60.0197,0.6768,0.6768
-31.0288,60.0197,0.6577,0.6577
-31.1001,60.0911,0.7026,0.7026
-31.1714,60.0911,0.6768,0.6768
-31.2428,60.0911,0.6577,0.6577
-31.3141,60.0911,0.6460,0.6460
-31.3855,60.1624,0.7026,0.7026
-31.4568,60.1624,0.6768,0.6768
-31.5281,60.1624,0.6577,0.6577
-31.5995,60.1624,0.6460,0.6460
-31.6708,60.1624,0.6421,0.6421
-31.7422,60.1624,0.6421,0.6421
-31.8135,60.1624,0.6421,0.6421
-31.8848,60.1624,0.6421,0.6421
-31.9562,60.1624,0.6421,0.6421
-32.0275,60.1624,0.6421,0.6421
-32.0989,60.1624,0.6421,0.6421
-32.1702,60.1624,0.6421,0.6421
-32.2415,60.1624,0.6460,0.6460
-32.3129,60.1624,0.6577,0.6577
-32.3842,60.1624,0.6768,0.6768
-32.4556,60.0911,0.6381,0.6381
-32.5269,60.0911,0.6577,0.6577
-32.5982,60.0911,0.6768,0.6768
-32.6696,60.0911,0.7026,0.7026
-32.7409,60.0911,0.7026,0.7026
-32.8123,60.0197,0.6768,0.6768
-32.8836,60.0197,0.7026,0.7026
-32.9549,59.9484,0.6730,0.6730
-33.0263,59.9484,0.7026,0.7026
-33.0976,59.9484,0.7026,0.7026
-33.1690,59.8770,0.7026,0.7026
-33.2403,59.8770,0.7026,0.7026
-33.3116,59.8057,0.7026,0.7026
-33.3830,59.7344,0.6730,0.6730
-33.4543,59.7344,0.7026,0.7026
-33.5257,59.6630,0.6730,0.6730
-33.5970,59.6630,0.7026,0.7026
-33.6683,59.5917,0.7026,0.7026
-33.7397,59.5203,0.6730,0.6730
-33.8110,59.5203,0.7026,0.7026
-33.8824,59.4490,0.7062,0.7062
-33.9537,59.3777,0.7062,0.7062
-34.0250,59.3063,0.7026,0.7026
-34.0964,59.3063,0.7026,0.7026
-34.1677,59.2350,0.7062,0.7062
-34.2391,59.1636,0.7062,0.7062
-34.3104,59.0923,0.7062,0.7062
-34.3817,59.0210,0.7062,0.7062
-34.4531,58.9496,0.7062,0.7062
-34.5244,58.8783,0.7062,0.7062
-34.5958,58.8069,0.7062,0.7062
-34.6671,58.7356,0.7062,0.7062
-34.7384,58.6643,0.7026,0.7026
-34.7384,58.5929,0.7062,0.7062
-34.8098,58.5216,0.7062,0.7062
-34.8811,58.4502,0.7062,0.7062
-34.9525,58.3789,0.7026,0.7026
-34.9525,58.3076,0.7026,0.7026
-35.0238,58.2362,0.7062,0.7062
-35.0951,58.1649,0.7026,0.7026
-35.1665,58.0935,0.6730,0.6730
-35.1665,58.0222,0.7026,0.7026
-35.2378,57.9509,0.7026,0.7026
-35.2378,57.8795,0.7026,0.7026
-35.3092,57.8082,0.7026,0.7026
-35.3805,57.7368,0.6730,0.6730
-35.3805,57.6655,0.7026,0.7026
-35.3805,57.5942,0.6730,0.6730
-35.4518,57.5228,0.7026,0.7026
-35.4518,57.4515,0.6768,0.6768
-35.5232,57.3801,0.7026,0.7026
-35.5232,57.3088,0.7026,0.7026
-35.5945,57.2375,0.7026,0.7026
-35.5945,57.1661,0.7026,0.7026
-35.6659,57.0948,0.7026,0.7026
-35.6659,57.0234,0.7026,0.7026
-35.7372,56.9521,0.6768,0.6768
-35.7372,56.8808,0.7026,0.7026
-35.7372,56.8094,0.7026,0.7026
-35.8085,56.7381,0.6768,0.6768
-35.8085,56.6667,0.7026,0.7026
-35.8085,56.5954,0.6768,0.6768
-35.8799,56.5241,0.6768,0.6768
-35.8799,56.4527,0.7026,0.7026
-35.8799,56.3814,0.6768,0.6768
-35.9512,56.3100,0.6768,0.6768
-35.9512,56.2387,0.7026,0.7026
-35.9512,56.1674,0.7026,0.7026
-36.0226,56.0960,0.6768,0.6768
-36.0226,56.0247,0.7026,0.7026
-36.0226,55.9533,0.7170,0.7170
-36.0226,55.8820,0.7026,0.7026
-36.0939,55.8107,0.6768,0.6768
-36.0939,55.7393,0.7026,0.7026
-36.0939,55.6680,0.7170,0.7170
-36.1652,55.5966,0.6577,0.6577
-36.1652,55.5253,0.6768,0.6768
-36.1652,55.4540,0.7026,0.7026
-36.1652,55.3826,0.7170,0.7170
-36.1652,55.3113,0.7026,0.7026
-36.2366,55.2399,0.6768,0.6768
-36.2366,55.1686,0.7026,0.7026
-36.2366,55.0973,0.7134,0.7134
-36.2366,55.0259,0.7134,0.7134
-36.2366,54.9546,0.7026,0.7026
-36.3079,54.8832,0.6768,0.6768
-36.3079,54.8119,0.7026,0.7026
-36.3079,54.7406,0.7134,0.7134
-36.3079,54.6692,0.7134,0.7134
-36.3079,54.5979,0.7026,0.7026
-36.3793,54.5265,0.6768,0.6768
-36.3793,54.4552,0.7026,0.7026
-36.3793,54.3839,0.7134,0.7134
-36.3793,54.3125,0.7134,0.7134
-36.3793,54.2412,0.7026,0.7026
-36.3793,54.1698,0.6768,0.6768
-36.4506,54.0985,0.6768,0.6768
-36.4506,54.0272,0.7026,0.7026
-36.4506,53.9558,0.7134,0.7134
-36.4506,53.8845,0.7134,0.7134
-36.4506,53.8131,0.7026,0.7026
-36.4506,53.7418,0.6768,0.6768
-36.5219,53.6705,0.7026,0.7026
-36.5219,53.5991,0.7134,0.7134
-36.5219,53.5278,0.7134,0.7134
-36.5219,53.4564,0.7134,0.7134
-36.5219,53.3851,0.7026,0.7026
-36.5933,53.3138,0.6768,0.6768
-36.5933,53.2424,0.7026,0.7026
-36.5933,53.1711,0.7134,0.7134
-36.5933,53.0997,0.7134,0.7134
-36.5933,53.0284,0.7134,0.7134
-36.5933,52.9571,0.7026,0.7026
-36.5933,52.8857,0.6768,0.6768
-36.6646,52.8144,0.6768,0.6768
-36.6646,52.7430,0.7026,0.7026
-36.6646,52.6717,0.7134,0.7134
-36.6646,52.6004,0.7134,0.7134
-36.6646,52.5290,0.7134,0.7134
-36.6646,52.4577,0.7026,0.7026
-36.6646,52.3863,0.6768,0.6768
-36.7360,52.3150,0.7026,0.7026
-36.7360,52.2437,0.7134,0.7134
-36.7360,52.1723,0.7134,0.7134
-36.7360,52.1010,0.7134,0.7134
-36.7360,52.0296,0.7134,0.7134
-36.7360,51.9583,0.7134,0.7134
-36.8073,51.8870,0.6577,0.6577
-36.8073,51.8156,0.6768,0.6768
-36.8073,51.7443,0.7026,0.7026
-36.8073,51.6729,0.7134,0.7134
-36.8073,51.6016,0.7134,0.7134
-36.8073,51.5303,0.7134,0.7134
-36.8073,51.4589,0.7134,0.7134
-36.8073,51.3876,0.7134,0.7134
-36.8786,51.3162,0.6577,0.6577
-36.8786,51.2449,0.6768,0.6768
-36.8786,51.1736,0.7026,0.7026
-36.8786,51.1022,0.7134,0.7134
-36.8786,51.0309,0.7134,0.7134
-36.8786,50.9595,0.7134,0.7134
-36.8786,50.8882,0.7134,0.7134
-36.8786,50.8169,0.7134,0.7134
-36.9500,50.7455,0.6460,0.6460
-36.9500,50.6742,0.6577,0.6577
-36.9500,50.6028,0.6768,0.6768
-36.9500,50.5315,0.7026,0.7026
-36.9500,50.4602,0.7134,0.7134
-36.9500,50.3888,0.7134,0.7134
-36.9500,50.3175,0.7134,0.7134
-36.9500,50.2461,0.7134,0.7134
-36.9500,50.1748,0.7134,0.7134
-37.0213,50.1035,0.6421,0.6421
-37.0213,50.0321,0.6460,0.6460
-37.0213,49.9608,0.6577,0.6577
-37.0213,49.8894,0.6768,0.6768
-37.0213,49.8181,0.7026,0.7026
-37.0213,49.7468,0.7134,0.7134
-37.0213,49.6754,0.7134,0.7134
-37.0213,49.6041,0.7134,0.7134
-37.0213,49.5327,0.7134,0.7134
-37.0213,49.4614,0.7134,0.7134
-37.0213,49.3901,0.7134,0.7134
-37.0927,49.3187,0.6421,0.6421
-37.0927,49.2474,0.6460,0.6460
-37.0927,49.1760,0.6577,0.6577
-37.0927,49.1047,0.6768,0.6768
-37.0927,49.0334,0.7026,0.7026
-37.0927,48.9620,0.7134,0.7134
-37.0927,48.8907,0.7134,0.7134
-37.0927,48.8193,0.7134,0.7134
-37.0927,48.7480,0.7134,0.7134
-37.0927,48.6767,0.7134,0.7134
-37.0927,48.6053,0.7134,0.7134
-37.0927,48.5340,0.7134,0.7134
-37.0927,48.4626,0.7134,0.7134
-37.1640,48.3913,0.6421,0.6421
-37.1640,48.3200,0.6460,0.6460
-37.1640,48.2486,0.6577,0.6577
-37.1640,48.1773,0.6768,0.6768
-37.1640,48.1059,0.7026,0.7026
-37.1640,48.0346,0.7134,0.7134
-37.1640,47.9633,0.7134,0.7134
-37.1640,47.8919,0.7134,0.7134
-37.1640,47.8206,0.7134,0.7134
-37.1640,47.7492,0.7134,0.7134
-37.1640,47.6779,0.7134,0.7134
-37.1640,47.6066,0.7134,0.7134
-37.1640,47.5352,0.7134,0.7134
-37.1640,47.4639,0.7134,0.7134
-37.2353,47.3925,0.6421,0.6421
-37.2353,47.3212,0.6460,0.6460
-37.2353,47.2499,0.6577,0.6577
-37.2353,47.1785,0.6768,0.6768
-37.2353,47.1072,0.7026,0.7026
-37.2353,47.0358,0.7134,0.7134
-37.2353,46.9645,0.7134,0.7134
-37.2353,46.8932,0.7134,0.7134
-37.2353,46.8218,0.7134,0.7134
-37.2353,46.7505,0.7134,0.7134
-37.2353,46.6791,0.7134,0.7134
-37.2353,46.6078,0.7134,0.7134
-37.2353,46.5365,0.7134,0.7134
-37.2353,46.4651,0.7134,0.7134
-37.3067,46.3938,0.6421,0.6421
-37.3067,46.3224,0.6460,0.6460
-37.3067,46.2511,0.6577,0.6577
-37.3067,46.1798,0.6768,0.6768
-37.3067,46.1084,0.7026,0.7026
-37.3067,46.0371,0.7134,0.7134
-37.3067,45.9657,0.7134,0.7134
-37.3067,45.8944,0.7134,0.7134
-37.3067,45.8231,0.7134,0.7134
-37.3067,45.7517,0.7134,0.7134
-37.3067,45.6804,0.7134,0.7134
-37.3067,45.6090,0.7134,0.7134
-37.3780,45.5377,0.6421,0.6421
-37.3780,45.4664,0.6421,0.6421
-37.3780,45.3950,0.6460,0.6460
-37.3780,45.3237,0.6577,0.6577
-37.3780,45.2523,0.6768,0.6768
-37.3780,45.1810,0.7026,0.7026
-37.3780,45.1097,0.7134,0.7134
-37.3780,45.0383,0.7134,0.7134
-37.3780,44.9670,0.7134,0.7134
-37.3780,44.8956,0.7134,0.7134
-37.3780,44.8243,0.7134,0.7134
-37.3780,44.7530,0.7134,0.7134
-37.3780,44.6816,0.7134,0.7134
-37.4494,44.6103,0.6421,0.6421
-37.4494,44.5389,0.6421,0.6421
-37.4494,44.4676,0.6460,0.6460
-37.4494,44.3963,0.6577,0.6577
-37.4494,44.3249,0.6768,0.6768
-37.4494,44.2536,0.7026,0.7026
-37.4494,44.1822,0.7134,0.7134
-37.4494,44.1109,0.7134,0.7134
-37.4494,44.0396,0.7134,0.7134
-37.4494,43.9682,0.7134,0.7134
-37.4494,43.8969,0.7134,0.7134
-37.4494,43.8255,0.7134,0.7134
-37.4494,43.7542,0.7134,0.7134
-37.5207,43.6829,0.6421,0.6421
-37.5207,43.6115,0.6460,0.6460
-37.5207,43.5402,0.6577,0.6577
-37.5207,43.4688,0.6768,0.6768
-37.5207,43.3975,0.7026,0.7026
-37.5207,43.3262,0.7134,0.7134
-37.5207,43.2548,0.7134,0.7134
-37.5207,43.1835,0.7134,0.7134
-37.5207,43.1121,0.7134,0.7134
-37.5207,43.0408,0.7134,0.7134
-37.5207,42.9695,0.7134,0.7134
-37.5207,42.8981,0.7134,0.7134
-37.5207,42.8268,0.7134,0.7134
-37.5207,42.7554,0.7134,0.7134
-37.5207,42.6841,0.7134,0.7134
-37.5920,42.6128,0.6460,0.6460
-37.5920,42.5414,0.6577,0.6577
-37.5920,42.4701,0.6768,0.6768
-37.5920,42.3987,0.7026,0.7026
-37.5920,42.3274,0.7134,0.7134
-37.5920,42.2561,0.7134,0.7134
-37.5920,42.1847,0.7134,0.7134
-37.5920,42.1134,0.7134,0.7134
-37.5920,42.0420,0.7134,0.7134
-37.5920,41.9707,0.7134,0.7134
-37.5920,41.8994,0.7134,0.7134
-37.5920,41.8280,0.7134,0.7134
-37.5920,41.7567,0.7134,0.7134
-37.5920,41.6853,0.7134,0.7134
-37.5920,41.6140,0.7134,0.7134
-37.5920,41.5427,0.7134,0.7134
-37.5920,41.4713,0.7134,0.7134
-37.5920,41.4000,0.7134,0.7134
-37.5920,41.3286,0.7134,0.7134
-37.5920,41.2573,0.7134,0.7134
-37.5920,41.1860,0.7134,0.7134
-37.5920,41.1146,0.7134,0.7134
-37.5920,41.0433,0.7134,0.7134
-37.5920,40.9719,0.7134,0.7134
-37.5920,40.9006,0.7134,0.7134
-37.5920,40.8293,0.7134,0.7134
-37.5920,40.7579,0.7134,0.7134
-37.5920,40.6866,0.7134,0.7134
-37.5920,40.6152,0.7134,0.7134
-37.5920,40.5439,0.7134,0.7134
-37.5920,40.4726,0.7134,0.7134
-37.5920,40.4012,0.7134,0.7134
-37.5920,40.3299,0.7134,0.7134
-37.5920,40.2585,0.7134,0.7134
-37.5920,40.1872,0.7134,0.7134
-37.5920,40.1159,0.7134,0.7134
-37.5920,40.0445,0.7134,0.7134
-37.5920,39.9732,0.7134,0.7134
-37.5920,39.9018,0.7134,0.7134
-37.5920,39.8305,0.7134,0.7134
-37.5920,39.7592,0.7134,0.7134
-37.5920,39.6878,0.7134,0.7134
-37.5920,39.6165,0.7134,0.7134
-37.5920,39.5451,0.7134,0.7134
-37.5920,39.4738,0.7134,0.7134
-37.5920,39.4025,0.7134,0.7134
-37.5920,39.3311,0.7134,0.7134
-37.5920,39.2598,0.7134,0.7134
-37.5920,39.1884,0.7134,0.7134
-37.5920,39.1171,0.7134,0.7134
-37.5920,39.0458,0.7134,0.7134
-37.5920,38.9744,0.7134,0.7134
-37.5920,38.9031,0.7134,0.7134
-37.5920,38.8317,0.7134,0.7134
-37.5920,38.7604,0.7134,0.7134
-37.5920,38.6891,0.7134,0.7134
-37.5920,38.6177,0.7134,0.7134
-37.5920,38.5464,0.7134,0.7134
-37.5920,38.4750,0.7134,0.7134
-37.5920,38.4037,0.7134,0.7134
-37.5920,38.3324,0.7134,0.7134
-37.5920,38.2610,0.7134,0.7134
-37.5920,38.1897,0.7134,0.7134
-37.5920,38.1183,0.7134,0.7134
-37.5920,38.0470,0.7134,0.7134
-37.5920,37.9757,0.7134,0.7134
-37.5920,37.9043,0.7026,0.7026
-37.5207,37.8330,0.7134,0.7134
-37.5207,37.7616,0.7134,0.7134
-37.5207,37.6903,0.7134,0.7134
-37.5207,37.6190,0.7134,0.7134
-37.5207,37.5476,0.7134,0.7134
-37.5207,37.4763,0.7134,0.7134
-37.5207,37.4049,0.7134,0.7134
-37.5207,37.3336,0.7134,0.7134
-37.5207,37.2623,0.7134,0.7134
-37.5207,37.1909,0.7134,0.7134
-37.5207,37.1196,0.7134,0.7134
-37.5207,37.0482,0.7134,0.7134
-37.5207,36.9769,0.7134,0.7134
-37.5207,36.9056,0.7134,0.7134
-37.5207,36.8342,0.7134,0.7134
-37.5207,36.7629,0.7134,0.7134
-37.5207,36.6915,0.7134,0.7134
-37.5207,36.6202,0.7134,0.7134
-37.5207,36.5489,0.7134,0.7134
-37.5207,36.4775,0.7026,0.7026
-37.5207,36.4062,0.6768,0.6768
-37.5207,36.3348,0.6577,0.6577
-37.4494,36.2635,0.7134,0.7134
-37.4494,36.1922,0.7134,0.7134
-37.4494,36.1208,0.7134,0.7134
-37.4494,36.0495,0.7134,0.7134
-37.4494,35.9781,0.7134,0.7134
-37.4494,35.9068,0.7134,0.7134
-37.4494,35.8355,0.7134,0.7134
-37.4494,35.7641,0.7134,0.7134
-37.4494,35.6928,0.7134,0.7134
-37.4494,35.6214,0.7134,0.7134
-37.4494,35.5501,0.7134,0.7134
-37.4494,35.4788,0.7134,0.7134
-37.4494,35.4074,0.7134,0.7134
-37.4494,35.3361,0.7134,0.7134
-37.4494,35.2647,0.7134,0.7134
-37.4494,35.1934,0.7026,0.7026
-37.4494,35.1221,0.6768,0.6768
-37.4494,35.0507,0.6577,0.6577
-37.3780,34.9794,0.7134,0.7134
-37.3780,34.9080,0.7134,0.7134
-37.3780,34.8367,0.7134,0.7134
-37.3780,34.7654,0.7134,0.7134
-37.3780,34.6940,0.7134,0.7134
-37.3780,34.6227,0.7134,0.7134
-37.3780,34.5513,0.7134,0.7134
-37.3780,34.4800,0.7134,0.7134
-37.3780,34.4087,0.7134,0.7134
-37.3780,34.3373,0.7134,0.7134
-37.3780,34.2660,0.7134,0.7134
-37.3780,34.1946,0.7134,0.7134
-37.3780,34.1233,0.7026,0.7026
-37.3780,34.0520,0.6768,0.6768
-37.3780,33.9806,0.6577,0.6577
-37.3780,33.9093,0.6460,0.6460
-37.3780,33.8379,0.6421,0.6421
-37.3067,33.7666,0.7134,0.7134
-37.3067,33.6953,0.7134,0.7134
-37.3067,33.6239,0.7134,0.7134
-37.3067,33.5526,0.7134,0.7134
-37.3067,33.4812,0.7134,0.7134
-37.3067,33.4099,0.7134,0.7134
-37.3067,33.3386,0.7134,0.7134
-37.3067,33.2672,0.7134,0.7134
-37.3067,33.1959,0.7026,0.7026
-37.3067,33.1245,0.6768,0.6768
-37.3067,33.0532,0.6577,0.6577
-37.3067,32.9819,0.6460,0.6460
-37.3067,32.9105,0.6421,0.6421
-37.3067,32.8392,0.6421,0.6421
-37.2353,32.7678,0.7134,0.7134
-37.2353,32.6965,0.7134,0.7134
-37.2353,32.6252,0.7134,0.7134
-37.2353,32.5538,0.7134,0.7134
-37.2353,32.4825,0.7134,0.7134
-37.2353,32.4111,0.7026,0.7026
-37.2353,32.3398,0.6768,0.6768
-37.2353,32.2685,0.6577,0.6577
-37.2353,32.1971,0.6460,0.6460
-37.2353,32.1258,0.6421,0.6421
-37.1640,32.0544,0.7134,0.7134
-37.1640,31.9831,0.7134,0.7134
-37.1640,31.9118,0.7134,0.7134
-37.1640,31.8404,0.7134,0.7134
-37.1640,31.7691,0.7134,0.7134
-37.1640,31.6977,0.7026,0.7026
-37.1640,31.6264,0.6768,0.6768
-37.1640,31.5551,0.6577,0.6577
-37.0927,31.4837,0.7134,0.7134
-37.0927,31.4124,0.7134,0.7134
-37.0927,31.3410,0.7134,0.7134
-37.0927,31.2697,0.7134,0.7134
-37.0927,31.1984,0.7134,0.7134
-37.0927,31.1270,0.7026,0.7026
-37.0927,31.0557,0.6768,0.6768
-37.0927,30.9843,0.6577,0.6577
-37.0213,30.9130,0.7134,0.7134
-13.9785,33.0532,4.0318,4.0318
-14.0498,32.9819,3.9797,3.9797
-14.1212,32.9819,3.9982,3.9982
-14.1925,32.9105,3.9463,3.9463
-14.2639,32.8392,3.8931,3.8931
-14.3352,32.7678,3.8351,3.8351
-14.4065,32.6965,3.7777,3.7777
-14.4779,32.6252,3.7220,3.7220
-14.5492,32.5538,3.6683,3.6683
-14.6206,32.4825,3.6124,3.6124
-14.6919,32.4111,3.5541,3.5541
-14.7632,32.3398,3.4978,3.4978
-14.8346,32.2685,3.4436,3.4436
-14.9059,32.1971,3.3900,3.3900
-14.9773,32.1258,3.3309,3.3309
-15.0486,32.0544,3.2739,3.2739
-15.1199,31.9831,3.2190,3.2190
-15.1913,31.9118,3.1592,3.1592
-15.2626,31.8404,3.0973,3.0973
